index,id,Answer,explaination
297.0,Set_11: q7,A. Adenocarcinoma,Barrett esophagus is a pre-neoplastic clinic patho - logical condition. It is common in males. 6–12% of patients with GERD develop Barrett esophagus. Histological features show intestinal (goblet) metaplasia columnar mucosa. There is 30-fold increased risk of esophageal carcinoma. Common sites of the adenocarci - noma of the esophagus are the lower esophagus and gas - troesophageal junction.
298.0,Set_11: q8,C. Familial adenomatous polyposis,"In familial adenomatous polyposis (FAP), there is an early onset of adenomatous polyps throughout the colon. In FAP, mutated gene is adenomatous polyposis coli (APC). All patients with FAP will develop colon cancer by the age of 35–40 years, if left untreated. FAP is inher - ited as an autosomal dominant."
299.0,Set_11: q9,B. Zollinger–Ellison syndrome,"Zollinger–Ellison syndrome is a clinical syndrome characterized by massive acid secretion and severe pep - tic ulcer disease, due to hypergastrinemia secondary to gastrinoma. Patients present with distal duodenal ulcers, heartburn, and diarrhea. Elevated gastrin levels are found in the patients. Gross examination shows massive hyper - trophy of gastric rugal folds in the gastric body and fun - dus. Light microscopy shows parietal cell hypertrophy and hyperplasia with atrophy of overlying foveolar epithelium."
300.0,Set_11: q10,B. MALToma,"In the stomach, the development of MALT (mucosa- associated lymphoid tissue) lymphoma or MALToma is usually associated with H. pylori  infection. Nearly 90% of gastric MALT lymphomas have evidence of H. pylori  infection. A significant proportion of gastric MALT-  lymphomas regress following the eradication of H. pylori  by antibiotics. Low-grade MALT-lymphomas tend to occur in patients over 50 years old. Histology shows dense lymphocytic infiltrate in the mucosa that involves the submucosa. Monocytoid or centrocyte- like cells are also present. Lymphoepithelial lesions may be found. These tumors express both CD19 and CD 20."
301.0,Set_11: q11,E. Colorectal adenocarcinoma,"The vast majority of colorectal carcinoma passes through an adenoma phase and progress by enlargement and increasing dysplasia to carcinoma. In colorectal carci - noma, there is activation of proto-oncogene (KRAS) and inactivation of APC, p53, and loss of heterozygosity (LOH). Early features are alterations in bowel habits and anemia. Late features include overt rectal bleeding, weight loss, colonic obstruction, and the presence of a mass. Regular screening colonoscopy results in a reduction in the incidence of the disease. Genetic testing is recommended only for kindred of familial polyposis syndrome and HNPCC to see whether they have the inherited genetic defect. Diagnosis of colorectal carcinoma is established by biopsy. Histopathologically, the majority of cancers arising in the colon are adenocarcinomas. Prognosis depends on pathologic stage, histologic grade. A preoperative serum CEA value of more than 5  ng/mL is an adverse factor. Surgery is the primary treatment for colorectal carcinoma."
302.0,Set_11: q12,D. Menetrier disease,"The patient presents with characteristic signs, symp - toms and findings of Menetrier disease. Menetrier dis - ease is a rare disease, characterized by hypertrophic gastropathy with hypoproteinemia and hypochlorhy - dria. Grossly, it shows giant polypoid mucosal folds/ rugae. Histology, full thickness biopsy is required and shows marked foveolar hyperplasia with atrophy of oxyntic cells. In children, it is associated with CMV infection and is usually self-limited. Menetrier dis - ease is associated with increased risk of gastric cancer. Immunohistochemistry is done by TGF-alpha."
303.0,Set_11: q13,D. Gastrointestinal stromal tumor,"Gastrointestinal stromal tumors (GISTs) are usually submucosal spindle cells tumors. GISTs affect men and women roughly equally and about 75% of the cases occur in adults aged over 50. GISTs generally arise as solitary tumors of stomach, small intestine, large intes - tine or esophagus. Benign tumors are usually less than 5 cm and less than 5 mitotic counts/50 HPF. GISTs of size more than 5 cm and more than 5 mitotic counts/50 HPF favor malignancy. About 75–80% have a gain of function mutations in a gene that encodes tyrosine kinase c-KIT. GISTs are CD 117 and often CD 34 posi - tive. There is an association with NF1 and GIST."
304.0,Set_11: q14,C. Hirschsprung’s disease,"Hirschsprung’s disease is a common congenital dis - order due to the absence of ganglion cells in the distal rectum. It is characterized by a lack of propulsive peri - stalsis in the distal colon resulting from aganglionosis. Hirschsprung’s disease is most commonly diagnosed during infancy, after failure to pass meconium. The aganglionic segment begins in the distal rectumand extend proximally. Majority of cases have a short less than 40 cm aganglionic segment. The most serious com - plication is Hirschsprung associated enterocolitis (HAEC). Preoperative diagnosis is established by agan - glionosis in the biopsy of the rectum taken at 2 cm or above the pectinate line. Children with trisomy 21 (Down syndrome) are at increased risk of Hirschsprung’s disease."
305.0,Set_11: q15,B. Celiac disease,"Celiac disease is the most common cause of malab - sorption syndrome. It is also known as gluten-sensitive enteropathy. It is a systemic autoimmune disorder induced by exposure to gliadin or prolamin fraction of gluten proteins found in wheat, barley, and rye. Females affected are commonly twice as males. HLA-DQ2 or HLA-DQ8 is present in the vast majority of patients with celiac disease. Histology shows villous atrophy, crypt hyperplasia, an increased chronic infiltrate in the lamina propria, and increased intraepithelial lymphocytes."
306.0,Set_11: q16,D. Gastric antrum,Peptic ulcers are commonly caused by Helicobacter pylori. Heavy colonization in the gastric antrum occurs in duodenal ulcers.
307.0,Set_11: q17,A. Barrett esophagus,Barrett esophagus is common in adult to elderly male population and develops in the setting of GERD. Esophageal squamous metaplasia is replaced by glandular mucosa following erosion. There is excess risk of esophageal adenocarcinoma. Long segment has greater risk than short segment.
308.0,Set_11: q18,C. Carcinoid tumor,"Carcinoid tumors are well-differentiated neuroendo - crine tumors. They commonly originate in the digestive tract, lungs. Within the GI tract, jejunum, ileum, rectum, appendix are the most common locations. Urinary excre - tion of 5-HIAA in 24 h is the most important diagnostic test. There are increased levels of 5-hydroxyindoleacetic acid (5-HIAA) excretion in urine."
309.0,Set_11: q19,D. Chronic atrophic gastritis,"Metaplastic (chronic) atrophic gastritis is also called gastric atrophy. There is mucosal thinning, loss of spe - cialized cells along with metaplasia of epithelial cells. Chronic atrophic gastritis includes autoimmune and environmental subtypes. Chronic atrophic gastritis causes the replacement of normal oxyntic mucosa in gastric polyps by atrophic and metaplastic mucosa. This results in loss of intrinsic factor progressing to perni - cious anemia (vitamin B12 deficiency)."
310.0,Set_11: q20,B. Gastric carcinoma,"Gastric carcinomas are most commonly located in the pyloric antrum and the incisura angularis. Gross appear - ance of advanced gastric carcinomas show polypoid lesions, malignant ulcers or fungating tumors with ulcer - ation at the dome. There is a diffuse thickening of the gas - tric wall, the classic linitis plastic type. Approximately 70% of gastric carcinomas are intestinal and other 30% are dif - fuse, often with signet ring cells. Signet ring carcinoma occurs when there is abundant intracellular mucin which pushes aside the nucleus of the individual cells. The former have a better prognosis than the later. Lymphatics spread may reveal a left supraclavicular adenopathy. There may be enlarged ovary (Krukenberg’s tumor) by peritoneal spread."
311.0,Set_11: q21,D. Whipple disease,"Whipple disease is a chronic multisystem disease resulting from infection with Tropheryma whipplei , a gram-positive rod shaped bacterium. The diagnosis is established by detecting the presence of Tropheryma whipplei  DNA in affected tissues by polymerase chain reaction. Whipple disease manifests primarily in the intestine and mesenteric lymph nodes, but can involve central nervous system, eye, heart, skin, and bone. Small bowel biopsy shows thickened villi distended with PAS- positive foamy macrophages."
312.0,Set_11: q22,A. Achalasia,"Achalasia is an esophageal motility disorder due to the degeneration of ganglion cells in the myenteric plexus. Achalasia causes a failure of relaxation of the lower esophageal sphincter and loss of peristalsis in the distal esophagus. The etiology of primary achalasia is unknown. The presentation of primary and secondary achalasia is identical and frequent symptoms are dys - phagia for solids and liquids and regurgitation of bland undigested food or saliva. Patients may also present with chest pain, heartburn, and difficulty belching. Achalasia carries an increased risk of squamous carcinoma."
313.0,Set_11: q23,D. Associated with an overlying adenoma,"Small cell carcinoma of the colon is frequently asso - ciated with an overlying adenoma, often villous/tubulo - villous (30–40% of cases). They are most often present in the right colon. Patients usually present with iron defi - ciency anemia due to occult blood loss. Right sided colon cancers grow as exophytic masses. The prognosis is poor due to early metastasis to lymph nodes and liver. Positive stains include neuron-specific enolase (84%), Synaptophysin (50%), chromogranin (37%), and CD56 (86%)."
314.0,Set_11: q24,C. Squamous cell carcinoma,"Squamous cell carcinoma, accounts for the majority of cases of esophageal carcinoma. Approximately half of the esophageal squamous carcinomas occurs in the middle third; one-third on the lower esophagus; rest in the upper third. The major risk factors are cigarette smoking and alcohol use. Achalasia of the cardia is asso - ciated with a greater than 30-fold increase over the gen - eral population. Other risk factors are consumption of food rich in nitrates and nitrosamines. Plummer–Vinson syndrome, p53 point mutations may be present in over half of esophageal cancers. Other mutations such as mutation in p16, k-ras, and APC mutations may be found in these cancers. Patients present late with dysplasia. Grossly, there may be fungating masses, malignant ulcers or diffusely infiltrative lesions that are obvious at endoscopy. Diagnosis is done by biopsy."
315.0,Set_11: q25,E.  Associated with increased risk for colon,"cancer Sessile serrated adenoma (SSA) polyps can be found in any region of the colon and rectum but are more fre - quently found in the right colon. Most of the polyps are larger than 5  mm. Specific morphological features in sessile serrated polyps include expanded crypt prolifera -92 tion zones, crypt basilar dilation, and decreased or absent cell maturation along the length of the crypt. 80% may demonstrate BRAF mutations."
316.0,Set_11: q26,C. Clostridium difficile,"Bacterial infections of the gastrointestinal tract may histologically mimic inflammatory bowel diseases and ischemic colitis. Enterohemorrhagic E. coli , Clostridium difficile , and Clostridium perfringens  are most com - monly associated with an ischemic pattern of injury."
317.0,Set_11: q27,B. Associated with autoimmune diseases,"Collagenous colitis is characterized by patch thicken - ing of the subepithelial basement membrane. This con - dition is associated with some autoimmune diseases such as celiac sprue and autoimmune gastritis. It has increased prevalence in women and smokers, and often presents with watery diarrhea."
318.0,Set_12: q1,C. Prolonged prothrombin time,"Indicators of liver function are prothrombin time, hypoalbuminemia, and bilirubin. Laboratory findings in cirrhosis are elevated bilirubin, hypoalbuminemia, and elevated prothrombin time (PT). These findings are signs of inadequate liver function resulting in poor prognosis in cirrhotic patients. Partial thromboplastin time (PTT), PT, and INR are tests for identifying and monitoring coagulopathy. A high prothrombin time (PT) signifies serious liver damage and is an important prognostic indi - cator in patients with cirrhosis."
319.0,Set_12: q2,A. Acetaminophen,"Acetaminophen is safe when taken at therapeutic doses which is usually 4000 mg every day in 24 h. Overdose of acetaminophen causes hepatocellular necrosis with inflammation which sometimes can be fatal. Factors which influence hepatotoxicity include chronic alcohol ingestion, malnutrition, older age, genetic polymorphisms and medications that affect CYP2E1 enzyme."
320.0,Set_12: q3,B. Alpha-1 antitrypsin deficiency,Alpha-1 antitrypsin (AAT) deficiency is a protein- folding disorder because of the deficiency of a serine protease inhibitor in which improper folded AAT pro -teins aggregate in the hepatocytes. There are hepatic changes due to inflammation and fibrosis. Patients expe - rience hepatomegaly and cirrhosis. There is an increased risk of hepatocellular carcinoma. AAT deficiency leads to alveolar destruction and predisposes patients to pan - acinar emphysema in adults prior to age 50 years.
321.0,Set_12: q4,C. Liver,There are different isoenzymes of LDH (LDH-1 to LDH-5). LDH-4 and LDH-5 are found in liver and skel - etal muscle. Laboratory findings of LDH-5 greater than LDH-4 indicate that there is liver damage which may include cirrhosis and hepatitis.
322.0,Set_12: q5,A. Primary sclerosing cholangitis (PSC),"Primary sclerosing cholangitis (PSC) is common in males between 25 and 60 years range. Laboratory diag - nosis shows an elevated alkaline phosphatase. There is progressive fibrosis of both intra and extrahepatic bile ducts. The multifocal beading pattern of biliary stric - tures seen on ERCP is diagnostic. Histologically, liver biopsy shows a mixed inflammatory infiltrate with “onion-skinning” of interlobular bile ducts, and bile ductular proliferation. Majority of patients are associ - ated with ulcerative colitis. There is also an increased incidence of cholangiocarcinoma. Certain HLA haplo - types, HLA-B8, and HLA-DR3 have been associated with PSC. There are no effective pharmacologic treat - ments, and most patients will need a liver transplant."
323.0,Set_12: q6,B. Metastatic liver disease,"Metastatic liver disease is the most common neo - plasm of the liver in adults. It is more common than hepatocellular carcinoma. Common primary sites are colon, breast, lung, pancreas, and ovary. Patients usually present with hepatomegaly. Imaging studies show mul - tiple hypodense masses."
324.0,Set_12: q7,C. Hepatocellular carcinoma,Hepatocellular carcinoma (HCC) is common in older patients with a history of cirrhosis or infection with Hepatitis B or C. HCC mimics normal liver cells. There may be a trabeculae-cord like pattern or pseudo glands with a single layer of tumor cells and dilated bile cana - liculi. Tumor cells are polygonal with eosinophilic cyto - plasm. They show mild atypia and a higher nuclear to  98 cytoplasmic ratio. Alpha-fetoprotein is a common marker for HCC and serum values are elevated.
325.0,Set_12: q8,"C.  Mononuclear inflammatory cells, swollen","hepatocytes, and bile plugs in canaliculi Viral hepatitis is caused by different hepatotropic. Most common of these viruses are Hepatitis A, Hepatitis B, and Hepatitis C. Common clinical manifestations are nausea, malaise, abdominal pain, and jaundice. The clin - ical course is usually similar in acute hepatitis caused by different hepatotropic viruses."
326.0,Set_12: q9,C. Primary biliary cholangitis,"Primary biliary cholangitis (PBC) is commonly seen in middle-aged females between the ages of 40 and 60 years. PBC is an autoimmune disease due to autoim - mune destruction of the intrahepatic bile ducts and cho - lestasis. Clinical manifestations include severe pruritus (may be severe at night), hepatosplenomegaly, and xan - thomatous lesions in the eyelids or in the skin. Laboratory findings show elevated alkaline phosphatase. 80–90% of the patients have AMA (anti-mitochondrial antibodies) in the serum. Cholangiopancreatography shows bile duct wall thickening, and dilatation of intra- and extra - hepatic bile ducts. Primary biliary cholangitis (PBC) is similar to primary biliary cirrhosis (PBC) with common clinical manifestations. Associated autoimmune dis - eases such as Hashimoto’s thyroiditis, Sjogren syn - drome, scleroderma, and Raynaud’s syndrome may be present. Primary biliary cholangitis (PBC) is a premalig - nant condition."
327.0,Set_12: q10,A. Liver,"Liver is a common site of metastatic spread after lymph nodes. Most of the metastasis in liver originate from colon, pancreas, stomach, esophagus, breast, lung, gallbladder, uterus, kidney, melanoma, and urinary blad - der. Clinically, hepatomegaly is the most common find - ing besides signs and symptoms attributable to cancer in general and to the primary cancer. Jaundice occurs when the biliary system is invaded or obstructed. Ascites may form a non-specific late event. Unlike in HCC, the liver usually is not cirrhotic, and signs caused by portal hyper - tension are absent. For diagnosis, there is an increasing list of tumor markers, such as CEA, CA19–9, CA175, AFP. Perhaps CEA is the most frequently tested, and it is useful not only in disease diagnosis but also in the assessment of therapy and progression of disease."
328.0,Set_12: q11,C. Alcoholic fatty liver,"Alcoholic fatty liver is associated with significant drinking history. Laboratory findings show AST:ALT greater than 2:1. In alcoholic fatty liver, there is deposi - tion of fat in hepatocytes, which is particularly seen in centrilobular region. Light microscopy shows macrove - sicular steatosis, ballooned hepatocytes, and Mallory bodies. Mallory bodies are damaged cytokeratin fila - ments and are seen as eosinophilic inclusions within the hepatocytes."
329.0,Set_12: q12,A. Cirrhosis of liver,"Cirrhosis is a chronic disease of the liver in which destruction with the regeneration of liver cells occurs. There is a diffuse increase in fibrous tissue that leads to disorganization of the lobular architecture. Clinically, this leads to portal hypertension and complications depending on the stage of disease. Patients with cirrhosis show triad of parenchymal necrosis, regeneration, and scarring. Infiltration of portal zones with leukocytes, mononuclear cells, or plasma cells may represent inflam - mation associated with initial injury, a response to con - tinued necrosis, or part of the reparative process. The morphological classification characterizes the gross appearance of the liver (micronodular, macronodular and mixed cirrhosis). Micronodular cirrhosis is charac - terized by the uniformity of the size of the nodules, vir - tually all of which are less than 3 mm in diameter. These micronodules lack a normal lobular organization and are surrounded by fibrous tissue. In micronodular cirrhosis, there is variation in nodular size, but most nodules are greater than 3 mm in diameter."
330.0,Set_12: q13,E. Hepatitis B (HBV) and Hepatitis C (HCV),"HCC (Hepatocellular carcinoma) is a malignant tumor of the liver. Numerous epidemiological and biological studies have suggested an important role of HBV infection in hepatocarcinogenesis. HCV is transmitted not only by blood transfusion but also by poorly understood routes and causes chronic hepati - tis. In due course of time, cirrhosis develops in such patients with significant risk of hepatocellular carci - noma (HCC)."
331.0,Set_12: q14,C Hepatitis D (delta agent),"HDV is recognized as a distinct, defective, but highly infectious hepatitis agent. HDV antigen could be identi - fied in the hepatocytes of patients with chronic hepatitis B suggest an intimate linkage of HDV and HBV . Hepatitis D virus (HDV) is a defective, pathogenetic RNA virus, which requires Hepatitis B virus to complete its cycle in human liver cells. It causes symptoms only in hepatitis B positive persons."
332.0,Set_12: q15,A. Acute cholecystitis,"The common complication of cholelithiasis is acute cholecystitis (AC). 90–95% of acute cholecystitis is due to cholelithiasis. Acalculous cholecystitis is an acute inflammation without gallstones accounts for 5–10% of the cases. Patients present with fever, nausea, vomiting, and pain in the upper right side of the quadrant. Laboratory findings show leukocytosis and mild elevations in liver function tests. Acalculous cholecystitis is common in critically ill patients. Common causes are sepsis, severe burns, immunosuppression, burns, and trauma. Acute cholecystitis may require emergency surgery."
333.0,Set_12: q16,B. Chronic cholecystitis,"Chronic cholecystitis causes thickening of gallblad - der due to repeated attacks of acute cholecystitis. Ultrasound shows shrunken, fibrosed gallbladder. Light microscopy shows varying degree of mucosal inflamma - tion, subepithelial and subserosal fibrosis. Rokitansky- sinuses (glandular structures deep in the wall) may be present. Porcelain gallbladder is associated with chronic cholecystitis and may be detected on abdominal imaging as a rim of calcium deposits outlining the bladder. There is an increased risk of gallbladder carcinoma in patients with porcelain bladder."
334.0,Set_12: q17,B. Hepatic adenoma,"Liver cell adenoma/hepatic adenoma had been a rare tumor until the introduction of oral contracep - tives. It is most common in women in their reproduc - tive years, ages 15–45. Grossly, hepatic adenomas are well demarcated, occasionally encapsulated, yellow and tan. Most of the adenomas have a fairly homoge - neous appearance. Histologically, adenomas consist of tumor cells arranged in a cord pattern. The large cells have a pale cytoplasm because of glycogen or fat accu - mulation. The tumor is found incidentally in 5–10% of the cases. Patients present with acute abdominal pain caused by hemorrhage in about 30–40%. Regression and regressive enlargement of adenomas after with - drawal of oral contraceptives have been reported. Acute abdominal catastrophe can only be treated by emergency surgery."
335.0,Set_12: q18,A. Cholesterolosis,"Cholesterolosis is characterized by abnormal accu - mulation of cholesterol esters and triglycerides in the mucosa and submucosa of the gallbladder. Much of the cholesterol is found in histiocytes, giving them a foamy appearance. Aggregates of these foamy cells are present on the top of mucosal ridges and are visi - ble to the naked eye as yellowish, pinpoint spots or nodules. Many of these nodules are less than 1 mm in diameter. The nodules in about one third of cases are larger and polypoid in appearance. When these spots/ nodules are diffusely distributed over the mucosa, they simulate the surface of a strawberry, hence the term strawberry gallbladder. These cholesterol polyps may break off and become a nidus for gallstone formation."
336.0,Set_12: q19,B. Cholangiocarcinoma,"Cholangiocarcinoma arises from intra- and extrahe - patic bile ducts. Cholangiocarcinoma is a known com - plication of primary sclerosing cholangitis. Other predisposing diseases which can cause cholangiocarci - noma include fibropolycystic liver disease and infection with liver flukes ( Clonorchis sinensis ). Some other risk factors include the use of anabolic steroids, Caroli’s dis - ease, Thorotrast, congenital hepatic fibrosis. On gross examination, there is a tree like mass that grows along the biliary system."
337.0,Set_12: q20,A. Entamoeba histolytica,"The term amoebiasis signifies infection by the proto - zoan parasite, Entamoeba histolytica . Amoeba reaches the liver through the portal blood. Most amoebic abscesses are found in the right lobe of the liver. The right lobe is affected more often than the left lobe because it has a larger volume. The right lobe also receives the venous drainage from the cecum and ascending colon, parts of the bowel commonly affected by amoebiasis. Amoebic liver abscesses are well demar - cated lesions. They contain yellow-brown fluid that later retains classic orange-brown anchovy sauce. The fluid consists of necrotic liver tissue mixed with the blood."
338.0,Set_12: q21,A. Cavernous hemangioma,"Cavernous hemangioma is the most common benign mesenchymal tumor of the liver. They are also known as capillary hepatic hemangiomas. This tumor occurs at any age but are they mostly seen in adults. They are usu - ally asymptomatic and are incidental found on imaging. Grossly, hepatic hemangioma is a well-demarcated, red - dish tumor ranging in size from a few millimeters to more than 20 cm. Most of the tumors are solitary, but multiple lesions may also be present. Histologically, the tumor is composed of irregular vascular channels lined by endothelial cells surrounded by fibrous stroma of low cellularity. The entire tumor sometimes is replaced by dense, often hyalinized tissue."
339.0,Set_12: q22,C. Adenocarcinoma of gallbladder,"The most common cancer of the biliary tract is the carcinoma of the gallbladder. It is more common in women between sixth and seven decades of life. Gallstones are found in 60–90% of the patients. Carcinoma of the gallbladder is an infiltrative lesion that eventually involves the whole organ. Histologically, 85% of the carcinoma of gallbladder are adenocarcino - mas. The remainder comprises undifferentiated carcino - mas, squamous cell carcinoma, and adenoacanthoma. Patient usually present with intermittent pain in the upper abdomen, weight loss, anorexia, nausea, and vom - iting. About 50% of the patients present with jaundice and palpable abdominal mass. Carcinoma of the gall - bladder is a lethal disease and 5 -year survival rate is 1–3%."
340.0,Set_12: q23,B. Angiosarcoma of the liver,"Angiosarcoma, the most common malignant mesen - chymal tumor of the liver, is derived from endothelial cells. Peak age incidence is in the sixth and seven decades and a male/female ratio of 3:1. Many hepatic angiosarcomas are causatively related to polyvinyl chlo - ride, thorotrast, and arsenic. Other important factors include external radiation, copper, hemochromatosis, steroids, and phenelzine. Grossly, it is various-size hem - orrhagic tumor. Histologically, angiosarcoma is charac - terized by two cell types: spindle-shaped and polyhedral cells. There are spindle shaped tumor cells that show both sinusoidal and solid growths. Liver cords are mark - edly atrophic."
341.0,Set_12: q24,D. Physiologic jaundice of the newborn,"Transient elevation of plasma bilirubin is a common occurrence during the neonatal period. 97% of the healthy full-term infants manifest hyperbilirubinemia (unconjugated) of more than 1 mg/dL. 5% of newborn infants become jaundiced with hyperbilirubinemia more than 5 mg/dL. This physiological jaundice is multifacto - rial, resulting from the contributions of accelerated erythrocyte degradation caused by the turnover of fetal red blood cells, relative hepatic immaturity of bilirubin 12 Liver and Biliary Tract 101 conjugation and increased enterohepatic circulation. Plasma bilirubin returns to normal levels of less than 1 mg/dL within the first 10 days of life in most cases."
342.0,Set_12: q25,A. Portal vein thrombosis,"Portal vein thrombosis (PVT) causes an interruption of the normal blood flow in the portal vein (PV), causing portal hypertension. The signs of portal hypertension include esophageal varices and splenic enlargement. Ascites is uncommon. Some of the common causes of PVT are thrombophilic conditions, tumor invasion, and liver cirrhosis."
343.0,Set_12: q26,A. Gilbert syndrome,"Gilbert syndrome is an inherited disorder of bilirubin glucuronidation. It is a benign condition. There is a mutation in UGT1A1, in which production of UDP glucuronyl transferase is decreased, the enzymes that mediate the glucuronidation of various compounds. There may be recurrent episodes of jaundice with no apparent disease. It may be triggered by fasting, dehy - dration, physical exertion, hemolysis, febrile illness, stress, and menses. No specific therapy is required for these patients."
344.0,Set_12: q27,D. Gallbladder adenocarcinoma,"Porcelain bladder is a manifestation of chronic gall - bladder inflammation in chronic cholecystitis. Majority of patients have associated gallstones. Patients may be asymptomatic or present with right upper quadrant abdominal pain. Findings of porcelain gallbladder are detected incidentally on abdominal imaging. The porce - lain gallbladder is used to describe brittle consistency and bluish discoloration of the gallbladder. Gross exami - nation shows a bluish, brittle with thickened gallbladder wall. Histologically, there is a broad continuous band of calcifications in the muscularis. Mucosa shows several punctate calcifications. There is an increased risk of ade - nocarcinoma in porcelain gallbladder."
345.0,Set_12: q28,B. Alcoholic hepatitis,"Alcoholic hepatitis is a form of toxic liver injury associated chronic excess ethanol consumption. Alcohol- induced liver lesions are fatty liver, alcoholic hepatitis, cirrhosis, and hepatocellular carcinoma. Alcoholic hepa - titis represents a serious but often reversible stage in the disease process. Association with some degree of fatty liver and cirrhosis is present in over half the cases. Important features essential for the histologic diagnosis of alcoholic hepatitis include liver cell damage (balloon - ing degeneration), inflammatory cell infiltration, pre - dominantly polymorphonuclear leukocytes, fibrosis both pericellular, and periventricular (centrilobular). Mallory body formation varies with the severity of the disease. Clinically, there is jaundice. Laboratory find - ings show serum bilirubin of more than 3 mg/dL and an AST: ALT ratio greater than >1.5 (elevated levels of enzymes not exceeding 400 IU)."
346.0,Set_12: q29,D. Budd–Chiari syndrome,"Budd–Chiari syndrome arises by thrombotic or non - thrombotic occlusion of hepatic veins and/or the intra-or hepatic suprahepatic inferior vena cava. There is an increase in sinusoidal pressure leading to clinical mani - festations of hepatomegaly, ascites and abdominal pain.  102 Prognosis is poor in untreated patients. Progressive liver failure results in 3 months to 3 years."
347.0,Set_12: q30,D. Fibrolamellar hepatocellular carcinoma,"The patient’s clinical presentation and imaging results are suggestive for fibrolamellar hepatocellular carci - noma (FLHCC). Fibrolamellar carcinoma is associated with prolonged survival, and occurs in young non- cirrhotic patients. FLHCC demonstrates large polygonal and eosinophilic tumor cells with enlarged nucleoli and nuclei. The tumor cells are separated into cords by inter - vening parallel layers of prominent fibrous tissue. AFP serum levels are not elevated."
348.0,Set_12: q31,D. Hepatitis B infection,"Intravenous drug use carries a high risk for hepatitis B and C viral infection. Ground glass hepatocytes are found in chronic hepatitis B virus. These hepatocytes have eosinophilic, homogeneous cytoplasm. Ground glass hepatocytes usually surround normal granular hepatocytes. In chronic hepatitis, there is a significant inflammation surrounding portal triad. There is also an increased risk of hepatocellular carcinoma (HCC) with persistent inflammation and HBV viremia."
349.0,Set_12: q32,A. Councilman body,"Apoptosis is a term used to describe the death of indi - vidual cells. In acute liver hepatitis, liver biopsy shows panlobular lymphocytic infiltrate with areas of hepato - cyte necrosis. Necrotic hepatocytes present as balloon - ing hepatocytes. Hepatocytes may also undergo cytotoxic T cell-mediated apoptosis. Apoptotic hepatocytes appear as round, acidophilic bodies and referred to as Councilman bodies. They are found in various forms of hepatitis including acute viral hepatitis."
350.0,Set_12: q33,B. Primary sclerosing cholangitis (PSC),Cholangiocarcinoma is a known complication of long standing primary sclerosing cholangitis. PSC is associ - ated with chronic biliary tract inflammations. PSC in combination with k-ras and c-myc activation plays a key role in the pathogenesis of this cancer.
351.0,Set_12: q34,B. Hepatoblastoma,"The most common malignant liver tumor in children is hepatoblastoma. 90% of these tumors occur before the age of 5 years. Incidence in boys is twice that in girls. The associations with Beckwith–Wiedemann syndrome, down syndrome, and familial adenomatous polyposis (FAP) have been demonstrated. Serum AFP is nearly always elevated. Histology shows trabeculae 2–3 cells thick with low nuclear-to-cytoplasmic ratio, small nucle - oli, and minimal pleomorphism. The cytoplasm is finely granular and eosinophilic or clear, reflecting variable amounts of glycogen and lipids. This imparts a characteristic light and dark pattern at low magnifica - tion. The two subtypes of differentiation are commonly seen; epithelial and mixed epithelial/mesenchymal type. It is usually fatal if not surgically resected."
352.0,Set_12: q35,B. Anti-HBs,"Different serological markers are used to identify dif - ferent phases of HBV infection and to determine whether a person is immune to HBV as a result of vaccination. Human B surface antibody (anti-Hbs) is positive in peo - ple who have been successfully vaccinated against 12 Liver and Biliary Tract 103 Hepatitis B. HBsAg appears in serum usually between 1 and 10 weeks after exposure to Hepatitis B virus. HBsAg becomes undetectable after 4–6  months. In Chronic HBV infection, HBsAg is positive for more than 6 months. Hepatitis B core antigen (HBcAg) is found in infected hepatocytes. IgM anti-HBc detection is as an indication of acute HBV infection. IgM anti-HBc can be found in serum up to 2  years after acute infection. Permanent immunity is conferred by anti-HBs."
353.0,Set_12: q36,A. Alcoholic hepatitis,"Mallory bodies are found in alcoholic hepatitis. Mallory body formation varies with the severity of the disease. Histologically, Mallory’s bodies appear as irreg - ular aggregates of purplish red material (as seen with H&E stain), which typically are intracytoplasmic and perinuclear in location. In the centrilobular area, they are characteristic but not pathognomonic of alcoholic hepatitis."
354.0,Set_12: q37,D. Epithelioid hemangioendothelioma,"Epithelioid hemangioendothelioma is relatively new disease entity in the liver. The male/female ratio is about 1:2. The mean age is 50 years. The neoplasm shows a myxoid stroma, numerous signet ring type cells, and intracytoplasmic vacuoles. It tends to occlude portal and hepatic vein branches. These tumors can be confused with steatohepatitis or adenocarcinomas. These are posi - tive for D2–40, CD31, and CD34. Sometimes this tumor is mistaken for cholangiocarcinoma or mistaken adeno - carcinoma because vacuolated tumor cells look like mucin-producing cancer cells and there is dense fibrosis."
355.0,Set_12: q38,C. Crigler–Najjar type 1 syndrome,"Crigler–Najjar syndrome is subdivided into two enti - ties: type 1 is extremely rare and is characterized by severe with severe neurologic impairment. Type II patients have lower plasma bilirubin concentrations with no neurologic damage. The primary metabolic defect in Crigler–Najjar type 1 syndrome involves the  conjugation of bilirubin. Bilirubin-UGT activity in liver biopsy spec - imen reveals complete absence of bilirubin glucuronide formation. Plasma bilirubin levels generally exceed 20  mg/dL, with all the pigment in the unconjugated form."
